id1,id2,shared_cm_total,n_segments,max_segment_cm,mean_segment_cm,P_IBD_ge1_approx
HG00463,HG00654,1.04818,1,1.04818,1.04818,0.00485574540562418
HG00463,HG00844,1.24934,1,1.24934,1.24934,0.005787628999849752
HG00463,HG00879,1.034,1,1.034,1.034,0.004790055858168828
HG00463,HG01806,1.14276,1,1.14276,1.14276,0.005293891907621867
HG00463,HG02026,1.07581,1,1.07581,1.07581,0.004983742739629213
HG00463,HG02150,1.12302,1,1.12302,1.12302,0.005202445386693189
HG00463,HG02156,1.23886,1,1.23886,1.23886,0.005739079884382045
HG00463,HG02597,1.19984,1,1.19984,1.19984,0.005558317815150181
HG00463,NA18539,2.13732,2,1.08027,1.06866,0.009901240025900773
HG00463,NA18638,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00463,NA18943,1.03353,1,1.03353,1.03353,0.004787878560051479
HG00463,NA18959,1.00913,1,1.00913,1.00913,0.0046748443599167406
HG00463,NA18968,1.00145,1,1.00145,1.00145,0.004639266382169413
HG00463,NA18979,1.00989,1,1.00989,1.00989,0.004678365097297986
HG00463,NA18998,1.07817,1,1.07817,1.07817,0.00499467555570782
HG00463,NA19055,1.08027,1,1.08027,1.08027,0.005004403908998104
HG00463,NA19058,1.08027,1,1.08027,1.08027,0.005004403908998104
HG00463,NA19085,1.0043,1,1.0043,1.0043,0.004652469147349085
HG00463,NA19088,1.30644,1,1.30644,1.30644,0.006052147558361784
HG00463,NA19091,1.04523,1,1.04523,1.04523,0.004842079385525924
HG00463,NA19732,1.03063,1,1.03063,1.03063,0.004774444167412514
HG00533,HG01842,1.33759,1,1.33759,1.33759,0.006196451465501009
HG00533,HG03902,1.25829,1,1.25829,1.25829,0.005829090315063109
HG00542,HG01811,1.0454,1,1.0454,1.0454,0.004842866918887518
HG00559,NA18630,1.03063,1,1.03063,1.03063,0.004774444167412514
HG00560,NA18645,1.08766,1,1.08766,1.08766,0.005038638447481536
HG00566,HG02028,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00566,HG02075,1.03262,1,1.03262,1.03262,0.004783662940292355
HG00566,HG02122,1.04497,1,1.04497,1.04497,0.004840874922737602
HG00566,HG02147,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00566,HG02190,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG00566,HG02367,1.08027,1,1.08027,1.08027,0.005004403908998104
HG00566,HG03663,1.03262,1,1.03262,1.03262,0.004783662940292355
HG00566,HG03692,1.03262,1,1.03262,1.03262,0.004783662940292355
HG00566,HG03731,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00566,HG03870,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG00566,NA12878,1.03262,1,1.03262,1.03262,0.004783662940292355
HG00566,NA18539,1.05475,1,1.05475,1.05475,0.004886181253775214
HG00566,NA18609,1.02695,1,1.02695,1.02695,0.004757396386408586
HG00566,NA18620,1.03262,1,1.03262,1.03262,0.004783662940292355
HG00566,NA18645,1.05845,1,1.05845,1.05845,0.004903321685762858
HG00566,NA19059,1.03262,1,1.03262,1.03262,0.004783662940292355
HG00583,HG02688,1.16633,1,1.16633,1.16633,0.00540308109193235
HG00583,NA18560,1.00931,1,1.00931,1.00931,0.004675678218770193
HG00589,HG00158,1.05118,1,1.05118,1.05118,0.00486964305318173
HG00589,HG01867,1.11818,1,1.11818,1.11818,0.005180023848633675
HG00589,NA18565,1.33759,1,1.33759,1.33759,0.006196451465501009
HG00589,NA19651,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00590,HG01500,1.44032,1,1.44032,1.44032,0.006672353243363372
HG00590,HG01597,1.15136,1,1.15136,1.15136,0.0053337318306201755
HG00590,HG02136,1.08333,1,1.08333,1.08333,0.005018579509506805
HG00590,HG02398,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG00590,NA18539,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00590,NA18617,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG00590,NA18984,1.21451,1,1.21451,1.21451,0.005626277311706599
HG00590,NA19089,1.31014,1,1.31014,1.31014,0.006069287990349429
HG00590,NA19091,1.3006,1,1.3006,1.3006,0.00602509347111642
HG00590,NA20810,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG00592,HG02029,1.02355,1,1.02355,1.02355,0.0047416457191766966
HG00592,HG02075,1.62024,1,1.62024,1.62024,0.007505841492881491
HG00592,HG02186,1.50635,1,1.50635,1.50635,0.006978240466105044
HG00592,HG02190,1.50635,1,1.50635,1.50635,0.006978240466105044
HG00592,HG03900,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00592,NA18959,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00593,HG00629,1.07731,1,1.07731,1.07731,0.004990691563407989
HG00593,HG02082,1.14397,1,1.14397,1.14397,0.005299497292136745
HG00593,HG02398,1.05516,1,1.05516,1.05516,0.004888080598941413
HG00593,HG03800,1.10212,1,1.10212,1.10212,0.0051056251087089255
HG00593,NA18621,1.04273,1,1.04273,1.04273,0.004830498012561297
HG00593,NA18944,1.04497,1,1.04497,1.04497,0.004840874922737602
HG00593,NA19003,1.3006,1,1.3006,1.3006,0.00602509347111642
HG00593,NA19004,1.01747,1,1.01747,1.01747,0.004713479820126729
HG00595,NA18539,1.13185,1,1.13185,1.13185,0.005243350796004244
HG00596,NA20828,1.055,1,1.055,1.055,0.004887339391071677
HG00611,HG00457,1.05699,1,1.05699,1.05699,0.004896558163951519
HG00611,HG00629,1.06905,1,1.06905,1.06905,0.004952426707132868
HG00611,HG00693,1.08029,1,1.08029,1.08029,0.005004496559981821
HG00611,HG00879,1.09868,1,1.09868,1.09868,0.005089689139509602
HG00611,HG01618,1.00989,1,1.00989,1.00989,0.004678365097297986
HG00611,HG01842,1.61787,1,1.61787,1.61787,0.007494862351311027
HG00611,HG01868,1.0653,1,1.0653,1.0653,0.00493505464768593
HG00611,HG01948,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00611,HG02122,1.26607,1,1.26607,1.26607,0.005865131547729022
HG00611,HG02147,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00611,HG03870,1.08027,1,1.08027,1.08027,0.005004403908998104
HG00611,NA18537,1.01434,1,1.01434,1.01434,0.004698979941175019
HG00611,NA19055,1.50635,1,1.50635,1.50635,0.006978240466105044
HG00611,NA19078,1.06033,1,1.06033,1.06033,0.004912030878232257
HG00611,NA19651,1.08027,1,1.08027,1.08027,0.005004403908998104
HG00611,NA20828,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00614,HG01872,1.04497,1,1.04497,1.04497,0.004840874922737602
HG00614,HG02351,1.08907,1,1.08907,1.08907,0.005045170341833584
HG00614,HG02367,1.05475,1,1.05475,1.05475,0.004886181253775214
HG00614,HG02374,1.08907,1,1.08907,1.08907,0.005045170341833584
HG00614,NA18959,1.09614,1,1.09614,1.09614,0.005077922464577543
HG00614,NA18998,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00614,NA19006,1.35091,1,1.35091,1.35091,0.00625815702065653
HG00614,NA19058,1.06306,1,1.06306,1.06306,0.004924677737509627
HG00620,HG01066,1.06033,1,1.06033,1.06033,0.004912030878232257
HG00620,HG03861,1.14639,1,1.14639,1.14639,0.005310708061166502
HG00620,NA18629,1.21275,1,1.21275,1.21275,0.005618124025139504
HG00632,HG00629,1.06905,1,1.06905,1.06905,0.004952426707132868
HG00632,HG00759,1.07364,1,1.07364,1.07364,0.004973690107895919
HG00632,HG00879,1.034,1,1.034,1.034,0.004790055858168828
HG00632,HG02156,1.0109,1,1.0109,1.0109,0.004683043971975695
HG00632,HG02733,1.06589,1,1.06589,1.06589,0.004937787851705583
HG00632,NA18565,1.25358,1,1.25358,1.25358,0.005807271008397756
HG00632,NA18609,1.00272,1,1.00272,1.00272,0.004645149719635443
HG00632,NA18971,1.06033,1,1.06033,1.06033,0.004912030878232257
HG00632,NA19761,1.04046,1,1.04046,1.04046,0.004819982125909419
HG00638,HG01603,1.00214,1,1.00214,1.00214,0.00464246284110765
HG00638,NA19678,1.04187,1,1.04187,1.04187,0.0048265140202614675
HG00651,HG00592,1.003,1,1.003,1.003,0.00464644683340748
HG00651,HG00683,1.06579,1,1.06579,1.06579,0.004937324596786997
HG00651,HG02089,1.2127,1,1.2127,1.2127,0.00561789239768021
HG00651,NA18543,1.00818,1,1.00818,1.00818,0.004670443438190184
HG00653,HG01182,1.39719,1,1.39719,1.39719,0.006472551396977664
HG00653,HG01528,1.54804,1,1.54804,1.54804,0.007171371441663127
HG00653,HG02029,1.07836,1,1.07836,1.07836,0.004995555740053131
HG00653,NA18621,1.0721,1,1.0721,1.0721,0.004966555982149711
HG00653,NA18971,1.10724,1,1.10724,1.10724,0.005129343760540478
HG00653,NA18998,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00653,NA19006,1.12667,1,1.12667,1.12667,0.005219354191221542
HG00653,NA19732,1.03063,1,1.03063,1.03063,0.004774444167412514
HG00653,NA20887,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00654,HG00867,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00654,HG01251,1.10282,1,1.10282,1.10282,0.00510886789313902
HG00654,HG02058,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00654,HG02075,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00654,HG02190,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00654,HG03854,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00654,NA19055,1.0272,1,1.0272,1.0272,0.004758554523705048
HG00663,HG00437,1.49642,1,1.49642,1.49642,0.006932239252689553
HG00663,HG00566,1.15762,1,1.15762,1.15762,0.005362731588523597
HG00663,HG02188,1.03846,1,1.03846,1.03846,0.004810717027537719
HG00663,HG02379,1.08278,1,1.08278,1.08278,0.005016031607454588
HG00663,HG03896,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG00663,NA18550,1.03431,1,1.03431,1.03431,0.004791491948416442
HG00663,NA18959,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG00663,NA19064,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00663,NA19747,1.07219,1,1.07219,1.07219,0.004966972911576437
HG00683,NA18582,1.01721,1,1.01721,1.01721,0.004712275357338407
HG00689,NA18560,1.2467,1,1.2467,1.2467,0.005775399069999108
HG00689,NA19717,1.02981,1,1.02981,1.02981,0.004770645477080116
HG00693,HG00592,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00693,HG01173,1.18368,1,1.18368,1.18368,0.005483455820306846
HG00693,HG01599,1.07219,1,1.07219,1.07219,0.004966972911576437
HG00693,HG01816,1.5935,1,1.5935,1.5935,0.007381967127651864
HG00693,HG02128,1.05105,1,1.05105,1.05105,0.00486904082178757
HG00693,HG02190,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00693,HG03235,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG00693,HG03800,1.06357,1,1.06357,1.06357,0.0049270403375944105
HG00693,HG03900,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00693,NA18537,1.11818,1,1.11818,1.11818,0.005180023848633675
HG00693,NA18998,1.50491,1,1.50491,1.50491,0.006971569595277419
HG00698,HG01599,1.0653,1,1.0653,1.0653,0.00493505464768593
HG00698,HG01811,1.0454,1,1.0454,1.0454,0.004842866918887518
HG00698,HG01855,1.04497,1,1.04497,1.04497,0.004840874922737602
HG00698,HG01872,1.04497,1,1.04497,1.04497,0.004840874922737602
HG00698,HG02180,1.09921,1,1.09921,1.09921,0.005092144390578103
HG00698,HG04094,1.66383,1,1.66383,1.66383,0.007707774311892689
HG00698,NA19065,1.04497,1,1.04497,1.04497,0.004840874922737602
HG00699,HG00879,1.09868,1,1.09868,1.09868,0.005089689139509602
HG00699,HG01684,1.07219,1,1.07219,1.07219,0.004966972911576437
HG00699,HG02058,1.19288,1,1.19288,1.19288,0.005526075272816665
HG00699,HG02147,1.0651,1,1.0651,1.0651,0.0049341281378487605
HG00699,HG02180,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00699,HG03616,1.08333,1,1.08333,1.08333,0.005018579509506805
HG00699,HG03784,1.03222,1,1.03222,1.03222,0.004781809920618015
HG00699,NA18535,1.10724,1,1.10724,1.10724,0.005129343760540478
HG00699,NA18561,1.14205,1,1.14205,1.14205,0.005290602797699913
HG00699,NA18579,1.0043,1,1.0043,1.0043,0.004652469147349085
HG00699,NA18959,1.39719,1,1.39719,1.39719,0.006472551396977664
HG00699,NA18968,1.52689,1,1.52689,1.52689,0.0070733930263824005
HG00699,NA19078,1.06134,1,1.06134,1.06134,0.004916709752909965
HG00699,NA19091,1.18011,1,1.18011,1.18011,0.005466917619713361
HG00701,NA18535,1.01721,1,1.01721,1.01721,0.004712275357338407
HG00717,HG00632,1.09614,1,1.09614,1.09614,0.005077922464577543
HG00717,HG01859,1.07219,1,1.07219,1.07219,0.004966972911576437
HG00717,HG02367,1.31548,1,1.31548,1.31548,0.006094025803001867
HG00717,HG02373,1.24393,1,1.24393,1.24393,0.005762566908754304
HG00717,NA18537,1.07219,1,1.07219,1.07219,0.004966972911576437
HG00717,NA18620,1.00145,1,1.00145,1.00145,0.004639266382169413
HG00717,NA18627,1.29289,1,1.29289,1.29289,0.005989376516893517
HG00717,NA18946,1.11818,1,1.11818,1.11818,0.005180023848633675
HG00717,NA18979,1.09614,1,1.09614,1.09614,0.005077922464577543
HG00717,NA19060,1.03063,1,1.03063,1.03063,0.004774444167412514
HG00717,NA19075,1.03063,1,1.03063,1.03063,0.004774444167412514
HG00717,NA19089,1.01312,1,1.01312,1.01312,0.004693328231168282
HG00717,NA19091,1.22808,1,1.22808,1.22808,0.005689141004158583
HG00728,HG01855,1.52745,1,1.52745,1.52745,0.007075987253926476
HG00728,NA19064,1.27116,1,1.27116,1.27116,0.005888711223084998
HG00729,HG00629,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG00729,HG00879,1.40606,1,1.40606,1.40606,0.006513642108256154
HG00729,HG02136,1.03063,1,1.03063,1.03063,0.004774444167412514
HG00729,HG02147,1.04273,1,1.04273,1.04273,0.004830498012561297
HG00729,HG02727,1.04273,1,1.04273,1.04273,0.004830498012561297
HG00729,NA18535,1.41787,1,1.41787,1.41787,0.006568352514141041
HG00729,NA18550,1.03846,1,1.03846,1.03846,0.004810717027537719
HG00729,NA19064,1.17768,1,1.17768,1.17768,0.005455660525191746
HG00729,NA19075,1.04273,1,1.04273,1.04273,0.004830498012561297
HG00729,NA19732,1.08027,1,1.08027,1.08027,0.005004403908998104
HG00729,NA20828,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00729,NA20853,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00742,HG00151,1.44728,1,1.44728,1.44728,0.006704595785696887
HG00742,HG03854,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG00844,HG02075,1.50635,1,1.50635,1.50635,0.006978240466105044
HG00844,NA18946,1.09614,1,1.09614,1.09614,0.005077922464577543
HG00844,NA18968,1.00145,1,1.00145,1.00145,0.004639266382169413
HG00864,HG00593,1.04497,1,1.04497,1.04497,0.004840874922737602
HG00864,HG00759,1.09614,1,1.09614,1.09614,0.005077922464577543
HG00864,HG01868,1.04497,1,1.04497,1.04497,0.004840874922737602
HG00864,HG02075,1.00658,1,1.00658,1.00658,0.004663031359492823
HG00864,HG02408,1.06579,1,1.06579,1.06579,0.004937324596786997
HG00864,NA12156,1.03058,1,1.03058,1.03058,0.004774212539953222
HG00864,NA18611,1.25516,1,1.25516,1.25516,0.005814590436111399
HG00864,NA18620,1.09614,1,1.09614,1.09614,0.005077922464577543
HG00867,HG00242,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00867,HG00437,1.26468,1,1.26468,1.26468,0.005858692304360691
HG00867,HG00629,1.08027,1,1.08027,1.08027,0.005004403908998104
HG00867,HG00879,1.33944,1,1.33944,1.33944,0.006205021681494831
HG00867,HG01456,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00867,HG02050,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00867,HG02058,1.08027,1,1.08027,1.08027,0.005004403908998104
HG00867,HG02153,1.41593,1,1.41593,1.41593,0.006559365368720492
HG00867,HG02186,2.3111300000000004,2,1.19531,1.1555650000000002,0.010706423399893352
HG00867,HG02351,1.3006,1,1.3006,1.3006,0.00602509347111642
HG00867,HG03663,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00867,HG03862,1.00658,1,1.00658,1.00658,0.004663031359492823
HG00867,NA18535,1.00989,1,1.00989,1.00989,0.004678365097297986
HG00867,NA18539,2.4128600000000002,2,1.39029,1.2064300000000001,0.011177692628569864
HG00867,NA18582,1.02851,1,1.02851,1.02851,0.004764623163138512
HG00867,NA18942,1.3006,1,1.3006,1.3006,0.00602509347111642
HG00867,NA19003,1.03058,1,1.03058,1.03058,0.004774212539953222
HG00867,NA19078,1.71066,1,1.71066,1.71066,0.007924716590266043
HG00879,HG01149,1.48191,1,1.48191,1.48191,0.006865020964002871
HG00879,HG02651,1.3006,1,1.3006,1.3006,0.00602509347111642
HG00879,HG03663,1.01841,1,1.01841,1.01841,0.004717834416361428
HG00879,NA18638,1.41593,1,1.41593,1.41593,0.006559365368720492
HG00879,NA19055,1.04187,1,1.04187,1.04187,0.0048265140202614675
HG00879,NA19075,1.0653,1,1.0653,1.0653,0.00493505464768593
HG00879,NA20812,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01049,HG00638,1.08907,1,1.08907,1.08907,0.005045170341833584
HG01049,HG01161,1.05074,1,1.05074,1.05074,0.004867604731539956
HG01049,HG01168,1.0102,1,1.0102,1.0102,0.0046798011875456
HG01049,HG04144,1.01884,1,1.01884,1.01884,0.0047198264125113435
HG01049,NA11829,1.01955,1,1.01955,1.01955,0.004723115522433296
HG01049,NA20796,1.05516,1,1.05516,1.05516,0.004888080598941413
HG01049,NA20808,1.14167,1,1.14167,1.14167,0.00528884242900929
HG01049,NA20856,1.02981,1,1.02981,1.02981,0.004770645477080116
HG01052,HG00174,1.12664,1,1.12664,1.12664,0.005219215214745966
HG01054,HG01624,1.04411,1,1.04411,1.04411,0.004836890930437771
HG01054,NA12716,1.34572,1,1.34572,1.34572,0.006234114090381969
HG01060,HG01624,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01061,NA06984,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01063,HG00699,1.10724,1,1.10724,1.10724,0.005129343760540478
HG01067,HG00366,1.11587,1,1.11587,1.11587,0.005169322660014361
HG01067,HG01060,1.1021,1,1.1021,1.1021,0.005105532457725209
HG01073,HG01168,1.04478,1,1.04478,1.04478,0.00483999473839229
HG01089,HG00250,1.11587,1,1.11587,1.11587,0.005169322660014361
HG01089,HG00366,1.43367,1,1.43367,1.43367,0.00664154679127747
HG01089,HG01133,1.21962,1,1.21962,1.21962,0.005649949638046292
HG01089,HG01174,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01089,HG01286,1.5935,1,1.5935,1.5935,0.007381967127651864
HG01089,HG01444,1.12544,1,1.12544,1.12544,0.0052136561557229455
HG01089,HG01610,1.03431,1,1.03431,1.03431,0.004791491948416442
HG01089,HG01869,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG01089,HG03690,1.03774,1,1.03774,1.03774,0.0048073815921239075
HG01089,HG03755,1.0109,1,1.0109,1.0109,0.004683043971975695
HG01089,HG04134,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01089,HG04229,1.03774,1,1.03774,1.03774,0.0048073815921239075
HG01089,NA11995,1.22103,1,1.22103,1.22103,0.005656481532398341
HG01089,NA12144,1.23366,1,1.23366,1.23366,0.005714990628615625
HG01089,NA18544,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG01098,NA12890,1.02057,1,1.02057,1.02057,0.0047278407226028635
HG01105,HG01197,1.07497,1,1.07497,1.07497,0.0049798513983131
HG01105,HG02090,1.02161,1,1.02161,1.02161,0.0047326585737561475
HG01105,NA12814,1.02393,1,1.02393,1.02393,0.00474340608786732
HG01105,NA20539,1.00835,1,1.00835,1.00835,0.004671230971551778
HG01121,HG01465,1.21722,1,1.21722,1.21722,0.0056388315200002525
HG01121,HG01623,1.03849,1,1.03849,1.03849,0.004810856004013294
HG01121,HG02727,1.41593,1,1.41593,1.41593,0.006559365368720492
HG01121,HG03663,1.3006,1,1.3006,1.3006,0.00602509347111642
HG01121,NA19771,1.16051,1,1.16051,1.16051,0.005376119655670703
HG01124,HG00274,1.05521,1,1.05521,1.05521,0.004888312226400705
HG01124,HG00278,1.08711,1,1.08711,1.08711,0.005036090545429318
HG01124,HG01197,1.05521,1,1.05521,1.05521,0.004888312226400705
HG01124,NA19752,1.01434,1,1.01434,1.01434,0.004698979941175019
HG01124,NA20899,1.01537,1,1.01537,1.01537,0.0047037514668364444
HG01133,HG00125,1.04813,1,1.04813,1.04813,0.004855513778164888
HG01133,HG01121,1.11316,1,1.11316,1.11316,0.0051567684517207085
HG01133,HG01624,1.23469,1,1.23469,1.23469,0.005719762154277051
HG01133,HG01632,1.03774,1,1.03774,1.03774,0.0048073815921239075
HG01133,HG01980,1.21394,1,1.21394,1.21394,0.005623636758670665
HG01133,NA19669,1.06326,1,1.06326,1.06326,0.004925604247346798
HG01140,HG01133,1.07785,1,1.07785,1.07785,0.004993193139968348
HG01140,HG01710,1.03945,1,1.03945,1.03945,0.00481530325123171
HG01140,HG02146,1.092,1,1.092,1.092,0.005058743710948124
HG01140,HG03235,1.19288,1,1.19288,1.19288,0.005526075272816665
HG01140,NA11829,1.08278,1,1.08278,1.08278,0.005016031607454588
HG01149,NA19088,1.04851,1,1.04851,1.04851,0.004857274146855511
HG01149,NA19735,1.18011,1,1.18011,1.18011,0.005466917619713361
HG01161,HG01323,1.30917,1,1.30917,1.30917,0.006064794417639153
HG01161,NA19741,1.00778,1,1.00778,1.00778,0.004668590418515843
HG01168,HG00373,1.02981,1,1.02981,1.02981,0.004770645477080116
HG01168,HG00428,1.08267,1,1.08267,1.08267,0.005015522027044144
HG01173,HG00373,1.02981,1,1.02981,1.02981,0.004770645477080116
HG01173,HG00383,1.0621,1,1.0621,1.0621,0.0049202304902912115
HG01173,HG00553,2.21952,2,1.14167,1.10976,0.01028203556897764
HG01173,HG01054,1.30669,1,1.30669,1.30669,0.0060533056956582456
HG01173,HG01168,1.39863,1,1.39863,1.39863,0.006479222267805289
HG01173,HG01197,1.06033,1,1.06033,1.06033,0.004912030878232257
HG01173,HG02367,1.11582,1,1.11582,1.11582,0.0051690910325550695
HG01173,NA20512,1.0653,1,1.0653,1.0653,0.00493505464768593
HG01248,HG01679,1.11326,1,1.11326,1.11326,0.005157231706639293
HG01248,HG02265,1.00511,1,1.00511,1.00511,0.0046562215121896235
HG01251,HG01624,1.05904,1,1.05904,1.05904,0.004906054889782511
HG01251,HG02146,1.10506,1,1.10506,1.10506,0.005119244803315324
HG01251,NA19734,1.25516,1,1.25516,1.25516,0.005814590436111399
HG01259,HG00137,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01259,HG01284,1.17761,1,1.17761,1.17761,0.005455336246748737
HG01259,HG01500,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01259,HG02150,1.11587,1,1.11587,1.11587,0.005169322660014361
HG01259,HG03663,1.00401,1,1.00401,1.00401,0.004651125708085189
HG01259,NA12748,1.16656,1,1.16656,1.16656,0.005404146578245095
HG01259,NA19759,1.52745,1,1.52745,1.52745,0.007075987253926476
HG01259,NA21104,1.0198,1,1.0198,1.0198,0.00472427365972976
HG01286,HG03690,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01308,HG00125,1.03863,1,1.03863,1.03863,0.004811504560899313
HG01308,HG00142,1.10207,1,1.10207,1.10207,0.005105393481249634
HG01308,HG01061,1.0436,1,1.0436,1.0436,0.004834528330352988
HG01308,HG01133,1.04813,1,1.04813,1.04813,0.004855513778164888
HG01308,HG01632,1.0109,1,1.0109,1.0109,0.004683043971975695
